name_muni;abbrev_state;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
São João Batista;SC;11578;15876;17745;23086;26430;28226;32687;33338;43989;42661;42990;54543;67004;62785;75951;91683;97035
São João do Itaperiú;SC;887;1265;1684;2296;2582;2995;4072;4006;3698;4308;4437;6614;10810;11708;13899;15903;17870
São João do Sul;SC;2239;3206;3223;2901;3264;3211;3783;3417;4361;3368;3839;3952;5823;6474;7426;9691;9986
São Joaquim;SC;12658;17747;16498;16643;16999;18544;19928;20407;23438;24388;25688;29741;30776;41855;43569;41333;37167
São José;SC;311781;374667;406502;488397;552323;609147;730920;801119;1002355;1182627;1259821;1528067;1738607;1803405;1993100;2107940;2337105
São José do Cedro;SC;8192;10879;12310;14394;14011;16988;18317;19291;21995;25103;27440;28271;20312;20533;30262;28468;33247
São José do Cerrito;SC;1333;1759;1832;1854;2509;3202;4247;3318;4270;4069;6111;5194;4996;9000;8704;8729;10781
São Lourenço do Oeste;SC;21483;29482;30728;34771;34017;38314;52050;54716;70355;94096;87595;119897;118986;113366;124738;135253;154455
São Ludgero;SC;19307;24784;26549;34981;31762;38490;44259;55725;65400;78552;80896;99725;103361;103699;112001;83152;122055
São Martinho;SC;890;1309;1434;1342;1292;1292;1835;1739;1891;2305;2522;2910;3248;3724;4286;5190;5784
São Miguel da Boa Vista;SC;198;292;294;326;400;434;500;523;1222;704;856;813;858;961;1168;1123;1290
São Miguel do Oeste;SC;35280;41874;44537;53911;53840;57873;77347;77214;101968;119462;135470;153910;117431;112433;128626;141747;150355
São Pedro de Alcântara;SC;1030;1396;1389;1433;1573;1442;1503;2014;2468;2481;2985;2469;2882;3413;4018;4406;4719
Saudades;SC;7422;8690;9895;12073;13212;13524;20180;19984;24211;29453;34886;34601;29220;34539;31103;35305;35824
Schroeder;SC;10314;10960;11400;15016;16097;21498;25861;23284;32170;37517;36896;45608;43228;43980;49770;55327;60822
Seara;SC;18403;21799;25372;26188;27552;32479;42299;45722;55287;54960;60683;62106;74068;77997;84317;91243;93662
Serra Alta;SC;2618;3419;3599;4755;4377;5193;6219;7081;8237;12045;13124;12526;4780;4438;4734;4663;5268
Siderópolis;SC;8899;9561;9484;12841;12854;13764;18794;17930;19045;29685;23565;28028;32746;33454;33072;33273;33700
Sombrio;SC;11111;13671;15405;16416;18876;20262;25850;33379;33870;38372;40492;37203;40241;48456;59970;66563;70674
Sul Brasil;SC;1851;2280;2593;3054;4041;6985;7168;5372;6674;8497;9437;9643;1571;1892;2256;2163;2490
Taió;SC;13014;18577;23897;22897;21573;23075;31965;35218;33147;37897;47994;42346;49948;52527;56525;63347;71970
Tangará;SC;8065;11125;11769;13023;14191;17682;21597;19585;23078;26361;27453;29415;34048;36666;38165;44482;45566
Tigrinhos;SC;157;223;202;224;269;428;586;564;512;565;767;789;875;996;1292;1366;1753
Tijucas;SC;25159;35024;38820;41907;51184;67791;80660;66080;105967;125021;170210;224015;210338;206726;196747;241561;258035
Timbé do Sul;SC;1776;2129;1693;2274;2099;2339;2852;2680;3877;3413;5145;4331;4894;4466;6735;8171;8424
Timbó;SC;61783;73393;80453;88806;88254;97571;110644;119175;133111;157273;150483;178197;214634;213651;238374;260707;262355
Timbó Grande;SC;1880;2394;2516;2637;3248;3115;3450;3303;4798;5378;5465;6164;7814;8298;9012;10149;12399
Três Barras;SC;18104;16805;20892;21887;17731;29217;29770;30115;32547;37644;62687;56144;80697;84567;105053;119667;132813
Treviso;SC;1773;2139;2645;2760;2766;2894;3395;4100;4578;4485;4591;4726;4356;6518;8463;9221;8927
Treze de Maio;SC;2496;2970;3525;3144;3605;2990;4366;4817;5811;5997;5971;6994;5555;6553;7503;8686;9566
Treze Tílias;SC;14455;20463;19872;12929;13036;14289;18492;22551;28442;35741;48206;51410;64238;61846;84629;88243;90509
Trombudo Central;SC;5139;6987;9728;9156;10137;11033;16061;13802;18515;20568;20785;27002;30216;24625;27296;28262;35659
Tubarão;SC;104250;120066;120753;135314;141800;159976;187692;179145;227184;263516;271224;316988;389474;336280;369621;350974;377414
Tunápolis;SC;916;1251;1615;1817;1977;2333;2576;2341;2717;2940;3697;3318;3710;4036;4781;5162;5992
Turvo;SC;9166;14132;11977;10843;11999;15482;22712;27775;32384;31361;37996;35275;44040;40603;50314;51355;56397
União do Oeste;SC;2940;3461;3284;4080;3138;4482;5435;5953;6848;10193;11488;11647;1817;1777;2056;2153;2056
Urubici;SC;3158;4708;4781;4694;4845;4270;6308;7510;8184;9581;8512;10126;9560;10490;11320;12194;13370
Urupema;SC;528;693;601;660;796;709;1003;918;1201;1394;1682;1547;1627;1807;2063;2332;2456
Urussanga;SC;20422;20610;22141;25656;27277;35733;42806;46000;48966;55699;56955;64383;80968;84833;83689;124098;141577
Vargeão;SC;6222;5092;8942;12324;11116;14048;12385;18477;22146;37631;49743;43330;8535;9301;9252;10469;13372
Vargem;SC;577;662;576;632;748;1333;1485;799;790;986;1285;1529;8462;4624;2310;1732;1811
Vargem Bonita;SC;8999;10293;12519;12200;10754;10757;12656;12320;16685;18813;19648;27904;36366;39468;42354;43874;58126
Vidal Ramos;SC;1677;2154;2116;2257;2419;2172;2956;2992;6240;12371;16174;13834;16289;19449;21246;22675;25442
Videira;SC;54863;67362;85323;101491;103992;121925;129512;131979;152610;177333;173324;205440;237164;240600;269266;281812;309763
Vitor Meireles;SC;836;1247;1310;1454;1526;1498;1948;2061;2903;3155;3746;3711;4269;4247;5137;6093;6733
Witmarsum;SC;778;1083;1247;1336;1572;1513;1883;2056;3630;3714;4342;4631;4912;5132;5824;6563;7962
Xanxerê;SC;46561;57565;69233;72079;66876;79125;99223;109254;118374;141583;149938;138829;146097;149973;167667;176604;184455
Xavantina;SC;1807;2273;1954;2036;2199;2398;3329;3278;3769;4128;4033;4485;6644;10064;13063;11133;16945
Xaxim;SC;26807;27018;25062;25155;28834;37719;40053;49090;64275;67252;60984;91161;69783;82574;94570;103162;106828
Zortéa;SC;382;573;797;672;857;1778;1076;1194;994;1187;1261;1702;2475;3136;3014;2910;3244
Balneário Rincão;SC;...;...;...;...;...;...;...;...;...;...;...;5139;5809;10600;14863;16324;16647
Aceguá;RS;2759;2836;3555;3882;3818;3535;3701;3842;4217;4834;5841;7690;8495;10362;13572;15758;14269
Água Santa;RS;2199;3067;4450;3768;3502;5187;7234;8293;7943;7980;12800;23519;20771;24092;24852;29518;35387
Agudo;RS;9264;17835;11831;11012;13011;15476;19612;20522;24364;25857;30779;26755;31897;35789;41926;46593;45413
Ajuricaba;RS;3721;6146;6279;5110;5111;5920;8591;8921;10332;18549;17315;12671;13758;16881;19860;21125;21150
Alecrim;RS;1213;1500;1553;1615;1655;1511;1982;1935;2267;2573;2886;3211;3332;3718;4597;4594;4723
Alegrete;RS;50590;66814;69612;67419;65137;61640;83998;76872;75747;83084;90733;96980;95379;107534;140334;134886;148548
Alegria;RS;1167;1802;2419;1449;1449;1663;1877;1797;2100;2298;2420;3774;5765;7698;9309;8484;8210
Almirante Tamandaré do Sul;RS;2098;2996;3299;2483;2584;2892;3742;3280;2995;3538;3694;4712;5382;6256;7559;8290;10495
Alpestre;RS;1145;1537;1690;2014;2290;5157;6187;6716;6157;5164;4089;3853;4268;5237;5647;6581;6229
Alto Alegre;RS;825;1487;1245;961;1044;1017;1408;1435;1494;1761;2156;2892;3180;3537;4104;3950;3414
Alto Feliz;RS;943;1560;1838;2088;1819;1446;1792;1969;2719;3001;3164;4000;5102;6195;5901;7443;8106
Alvorada;RS;45057;55567;64286;75807;77382;82044;101976;105341;130148;142338;153459;162379;179700;193302;213537;212307;227561
Amaral Ferrador;RS;551;776;825;1022;1097;1127;1271;1200;1446;2346;1610;1665;1572;1975;2789;2512;2436
Ametista do Sul;RS;1522;2053;2237;2791;2989;2516;2694;2785;3402;3885;3715;3979;4429;4994;4728;8989;10175
André da Rocha;RS;269;481;828;1227;1355;1400;1855;1345;1339;1416;1598;1900;2059;2284;2781;2961;3428
Anta Gorda;RS;2210;3276;3181;3807;4403;4222;5236;5465;7199;8233;9786;12192;14634;16382;20553;22871;23108
Antônio Prado;RS;22763;26870;26479;26023;26341;32643;29838;24944;33228;36357;42042;45741;53623;60393;68409;73097;83472
Arambaré;RS;836;1024;1274;1373;1517;1437;1848;1683;1641;2244;2824;2519;2335;3173;4018;3730;3676
Araricá;RS;3489;3828;4699;4932;5336;5786;8545;9559;10993;12345;12595;16691;21540;19653;18494;17666;19698
Aratiba;RS;2396;3065;3208;3338;4814;3488;4606;4221;5205;5653;6134;6379;7409;8426;10898;9885;12802
Arroio do Meio;RS;33640;37038;37327;42781;41555;41162;45331;52117;73387;102907;95594;110363;116771;121491;159672;183603;189229
Arroio do Sal;RS;2824;3590;4073;5350;5600;5844;7173;7808;8449;9433;10148;10544;10322;12564;14781;18336;15360
Arroio do Padre;RS;301;414;581;691;699;699;1016;879;1051;1193;1369;1291;1379;1619;2146;2289;2166
Arroio dos Ratos;RS;4877;6004;6651;7611;6980;7149;8473;8295;7760;7586;9348;10623;9745;11956;13846;14603;14542
Arroio do Tigre;RS;4952;6143;7925;8876;8450;7793;10813;9005;9726;9551;11553;14092;14723;16040;19744;18693;18740
Arroio Grande;RS;5938;7324;8248;9583;10040;9048;12566;12905;15358;14709;15074;13024;12576;16791;22331;22312;21083
Arvorezinha;RS;2778;3423;3931;4459;4784;4081;5431;5663;7503;7686;8519;9980;12239;13852;16428;16275;16852
Augusto Pestana;RS;3874;5706;6566;4454;5091;7162;10132;9640;10998;12119;12985;16513;17719;16257;19069;23496;24063
Áurea;RS;1035;1436;1636;1474;1515;1759;2448;2327;2575;3093;3186;3443;4346;4766;5505;5598;6190
Bagé;RS;73982;86391;85379;89644;92437;94831;108826;93906;103888;116026;134217;174231;173943;204224;263788;272395;260764
Balneário Pinhal;RS;1691;2115;2786;3427;3733;3808;4984;5221;6245;6582;7630;8500;8740;11482;14073;13241;13788
Barão;RS;2953;2727;3704;4054;5936;6807;10735;15147;11320;13168;16581;16877;24935;21873;19121;24466;25873
Barão de Cotegipe;RS;2152;2703;3341;3728;3993;4341;5541;8294;8858;8588;7891;9072;12168;13067;16191;20252;21584
Barão do Triunfo;RS;497;777;1034;1009;1057;872;1144;1045;1471;1704;1808;2927;3469;2744;3247;3677;3769
Barracão;RS;1513;2433;2743;3074;5255;3997;5782;5503;5398;5378;5500;5595;6248;6917;8882;8719;8179
Barra do Guarita;RS;225;309;317;410;438;394;480;452;544;696;942;1046;906;1034;1298;1230;1207
Barra do Quaraí;RS;2411;2590;2900;3390;3700;2807;4237;3942;3343;4386;4791;4670;4348;6286;8296;7685;8570
Barra do Ribeiro;RS;4490;6021;7699;8951;9241;9265;10557;10043;12980;14691;16914;17098;20105;24125;25787;23938;24014
Barra do Rio Azul;RS;355;471;463;524;495;477;598;474;635;703;800;729;836;956;1310;1175;1270
Barra Funda;RS;3788;5294;8881;5354;4760;4624;5133;5004;7578;7780;8284;8787;8373;7485;9545;12145;14179
Barros Cassal;RS;2242;3294;3522;3904;3991;3391;4762;4842;6248;4316;4287;5139;5358;6183;7430;7401;8245
Benjamin Constant do Sul;RS;188;252;247;294;330;321;432;439;401;489;534;576;683;774;890;836;787
Bento Gonçalves;RS;217685;249429;303008;333536;339555;382594;441788;494055;612839;674606;677862;728555;835582;757007;726743;777420;794663
Boa Vista das Missões;RS;771;1162;858;687;936;1215;1527;1433;1555;2220;2044;3806;4555;6014;7459;6911;7705
Boa Vista do Buricá;RS;5656;6909;6644;6394;6575;6477;7131;5784;7430;7382;7255;9303;10380;10628;13345;14410;15664
Boa Vista do Cadeado;RS;1300;1902;2014;1386;1638;1900;2992;4626;3263;4031;3776;5743;7697;8348;10925;12099;12971
Boa Vista do Incra;RS;1595;3003;2679;1466;1774;2334;3652;4034;3376;3662;2889;4135;4462;5388;7173;7152;7522
Boa Vista do Sul;RS;632;1011;1463;1631;1479;1544;2249;2489;3661;4577;3801;3669;4273;5341;8752;9047;9155
Bom Jesus;RS;2942;4064;4333;4937;5251;5429;6055;8198;9034;11273;12566;11337;10801;12220;16720;16285;16538
Bom Princípio;RS;10370;12090;14305;18291;18118;19138;24424;24810;32536;34430;40036;47919;63288;74464;77390;87944;103746
Bom Progresso;RS;609;802;1103;883;1206;1263;1201;1384;1932;2053;1715;2132;2435;2731;3181;2745;2486
Bom Retiro do Sul;RS;6473;6718;7872;12081;12951;9221;12006;15534;15845;15774;16954;17176;17018;20365;24377;26312;28356
Boqueirão do Leão;RS;1329;1709;1982;2115;1778;1450;2109;1787;2252;2325;2439;2844;3114;3132;3385;3852;3814
Bossoroca;RS;3218;6318;5112;3871;3794;5530;6726;7949;9116;9223;7652;11391;12797;14620;18018;17989;17970
Bozano;RS;500;1055;1117;707;757;830;1082;1049;1062;1445;1393;2167;6151;7707;8627;9441;16430
Braga;RS;1161;1635;1465;1256;1382;1502;1823;1754;2101;2804;3040;3961;4282;4723;5493;6053;5407
Brochier;RS;1549;2022;2366;2816;2685;2552;2670;2441;2979;3160;3536;3161;3730;3891;4441;4564;5292
Butiá;RS;7151;8499;10086;12418;12359;12588;14644;12711;15439;17138;17732;16745;16963;19388;25094;24696;25196
Caçapava do Sul;RS;14501;19729;21154;19742;20366;19668;24597;26319;33861;36467;37198;45513;45799;50052;66957;67177;58168
Cacequi;RS;3099;3906;4329;4665;5097;5473;6660;7309;7424;9020;9955;9453;9468;11133;13365;14021;14169
Cachoeira do Sul;RS;51224;61499;69339;68943;64599;69786;97408;105338;112018;126852;134727;134358;139430;147503;164251;153693;173199
Cachoeirinha;RS;285755;345529;431758;420561;448382;491923;648211;1130898;1622590;1693513;1951214;2147981;2327394;2085901;1166028;939561;951466
Cacique Doble;RS;715;957;1006;1064;1243;1209;1659;1619;1937;2098;2140;1923;2294;2412;3111;3178;3508
Caibaté;RS;2173;2862;2983;2994;3178;3435;4052;3942;4339;5134;5546;7289;8280;9346;11173;12157;11716
Caiçara;RS;659;809;897;1065;1211;1173;1302;1094;1220;1420;1673;1706;1756;2234;2856;2778;2823
Camaquã;RS;60726;72285;80080;89099;84801;95075;114854;116881;124628;133172;142552;160733;167022;172890;214803;229550;224665
Camargo;RS;1252;1517;1704;1628;1779;1959;2812;2431;3044;3377;6297;12973;12587;16658;21240;23251;20188
Cambará do Sul;RS;11665;13579;19229;12443;13127;14470;10021;6504;7358;8072;7173;4721;6249;7741;7892;11119;13308
Campestre da Serra;RS;1956;3341;4734;3672;4693;4490;4868;6716;7730;8844;12386;15060;16552;21437;27833;30391;34621
Campina das Missões;RS;1632;2180;2012;2074;2153;2203;2365;2340;2816;3647;3982;4100;4258;5422;6429;7413;7021
Campinas do Sul;RS;4577;6634;6027;4819;5700;6970;7304;6875;7303;9598;9090;10035;10918;11483;12622;11944;14077
Campo Bom;RS;153393;185329;192130;189289;187930;191727;212860;214782;291534;311638;354792;422395;506971;546506;572349;672788;701317
Campo Novo;RS;5339;7271;5569;5060;5056;4957;6249;5496;7179;9212;10439;12616;14636;17264;21676;23132;26652
Campos Borges;RS;1638;2981;2745;1973;1837;2272;2940;2805;2718;3342;3766;4262;4796;5491;6163;5927;6105
Candelária;RS;10139;13096;15934;20739;21626;18366;23729;22440;22343;22981;27211;33027;37314;44609;46703;55617;55503
Cândido Godói;RS;2964;4162;3994;3764;3920;3911;4721;5054;6664;8709;10096;11757;15935;15455;16282;14738;15145
Candiota;RS;7030;7198;8077;12999;11982;12952;16827;17794;28933;29436;31250;20972;24034;23332;40414;96683;122111
Canela;RS;19185;24488;27651;30670;29419;27703;31427;33145;37188;42890;53937;58242;63688;72965;81208;88541;96105
Canguçu;RS;9912;13954;15171;18007;18529;19347;23200;23467;25930;29369;32982;37295;40345;47698;58818;63965;65246
Canoas;RS;1015271;1208560;1399874;1520373;1514465;1436739;1812517;2165924;2651602;2617812;2475668;3098595;2046012;2121250;2642857;2285045;2596396
Canudos do Vale;RS;225;286;366;390;421;397;442;358;507;558;666;804;801;979;1364;1505;1349
Capão Bonito do Sul;RS;581;903;1233;913;1254;1557;2414;1754;1958;2759;3174;3616;3476;3821;5100;6674;9272
Capão da Canoa;RS;17637;22030;25880;31339;33217;36040;41749;45291;53582;60471;65771;68828;75553;86151;100906;103288;105893
Capão do Cipó;RS;685;1641;1334;808;923;1005;1962;2618;3766;5316;4815;7731;10231;12601;11629;13241;14209
Capão do Leão;RS;6668;7626;9654;14985;21849;23701;27974;23717;26582;26843;30554;27466;25667;37437;45050;46036;40177
Capivari do Sul;RS;3164;4865;6342;5508;5498;7034;10032;13137;12666;12115;16008;18074;15672;16174;19969;19636;18928
Capela de Santana;RS;4858;5983;6334;6982;7233;7523;7429;7776;9213;8125;10779;15002;16210;18724;20692;22772;23635
Capitão;RS;1082;1189;978;921;927;800;980;725;897;915;1098;1203;1158;1301;1514;1574;1689
Carazinho;RS;63189;78764;82020;78022;81338;93966;112411;106284;147508;171918;196986;239837;301199;365356;404984;395977;437370
Caraá;RS;935;1044;1292;1459;1578;1304;1281;1259;1437;1610;2039;1840;2070;2889;3658;3699;4063
Carlos Barbosa;RS;75494;87361;91409;101755;107282;120007;140036;177783;205803;232634;272052;314972;380610;399836;449769;484605;521828
Carlos Gomes;RS;182;231;230;305;329;347;373;317;376;415;533;629;572;669;843;837;973
Casca;RS;10364;12798;15248;16334;17612;18689;23452;23197;23719;27007;31953;31983;35452;37044;46139;50751;51316
Caseiros;RS;807;1625;2114;1875;2162;2213;2540;2155;2173;2136;2920;6556;7388;8706;8919;10859;12578
Catuípe;RS;4832;6454;7965;6124;5988;7355;8347;8534;8356;11158;9184;14638;17188;17071;21006;22568;24517
Caxias do Sul;RS;952315;1064708;1275167;1480447;1487002;1660642;2193685;2136734;2812903;3175101;3153185;3339426;3578551;3160217;3099461;3391735;4021758
Centenário;RS;476;684;674;679;730;788;958;909;971;1190;1317;1412;1714;2118;2487;2499;2497
Cerrito;RS;699;779;886;1089;1191;1075;1436;1370;1946;2039;2242;2178;2361;2681;3241;3044;2871
Cerro Branco;RS;722;892;1051;1154;1160;960;1306;1170;1275;1393;1449;1593;1609;1543;1882;2133;2071
Cerro Grande;RS;257;377;420;577;607;522;702;574;599;707;754;933;1041;934;1032;1762;2047
Cerro Grande do Sul;RS;3116;3630;4515;4521;4427;4373;6106;6186;6389;6182;6892;8297;7511;7579;8869;9639;9625
Cerro Largo;RS;19104;24471;26045;31257;30919;40692;52255;59166;71781;78821;87418;110872;96578;95271;122460;120763;169370
Chapada;RS;6540;9621;9628;6840;8097;8406;10390;9760;12376;14221;16310;19861;22777;25639;27006;28923;29070
Charqueadas;RS;34576;37977;68942;74082;76890;114751;96672;83757;96943;102001;119553;100965;129970;145527;98156;132559;194475
Charrua;RS;868;1374;1377;1013;1167;1156;1445;1173;1604;1730;1914;2321;1565;1998;2363;2795;3408
Chiapetta;RS;1695;2331;2407;1768;1751;1901;2286;2636;3475;4192;3999;5506;6443;6052;4932;5789;5811
Chuí;RS;5025;5609;6305;7675;6173;6247;7102;7235;7492;8620;10456;13459;15332;35069;26077;28120;33086
Chuvisca;RS;582;826;896;1006;1047;1055;1331;1183;1401;1423;1546;4791;5884;2087;2799;2578;2707
Cidreira;RS;3657;4762;5053;6164;6239;6019;7226;8240;9176;9900;10516;10339;11329;14135;17284;15288;15854
Ciríaco;RS;1650;2503;2605;2553;3041;2978;4139;3631;3858;4575;4410;3310;3140;3924;4760;7111;9737
Colinas;RS;934;822;920;1128;2176;3364;5299;3909;1575;1835;2104;2900;3988;4065;4118;3162;3081
Colorado;RS;3332;5110;5466;3617;3499;3805;4689;4319;4759;5672;5449;6755;7046;8990;9518;10632;12738
Condor;RS;5637;8553;9328;6392;6784;7119;11083;10519;12123;14313;13543;15707;21343;23961;23929;26122;29214
Constantina;RS;5159;5567;5948;6208;6453;6202;7310;7739;9327;10924;11481;14450;15431;17037;20226;20884;24163
Coqueiro Baixo;RS;186;282;291;322;344;334;361;369;526;586;701;606;650;805;972;950;953
Coqueiros do Sul;RS;885;1233;1385;1115;1327;1274;1581;1367;1676;2244;2460;3252;3606;3813;4986;5070;6377
Coronel Barros;RS;1328;2014;2235;1724;1744;1804;2207;2067;2810;3313;3533;4727;5274;6045;7733;7333;7777
Coronel Bicaco;RS;3012;4321;5087;3570;4620;4808;5827;5981;7045;8106;7315;9212;11464;12741;14518;15250;16419
Coronel Pilar;RS;349;382;421;431;467;508;684;505;651;749;741;891;1029;1140;1210;1200;1267
Cotiporã;RS;1925;2387;2819;3717;4743;4465;5130;4349;4417;4868;5040;5030;6289;6506;8139;8252;8645
Coxilha;RS;876;1266;1411;1229;1913;1992;2067;2246;2342;2377;3140;3902;5131;5307;6502;7094;7324
Crissiumal;RS;5013;6188;6392;7040;7090;7056;8826;9372;12433;12813;14223;14641;17118;20211;23484;24898;25283
Cristal;RS;2282;2507;2680;3160;2858;3037;3713;3676;4680;5145;6063;7600;8096;8741;9913;11263;11163
Cristal do Sul;RS;378;464;575;644;671;764;928;751;488;586;703;949;1108;1168;1401;1429;1428
Cruz Alta;RS;58953;93962;99848;79960;101598;120913;146419;169360;179531;220099;245401;344183;351185;397413;415059;496327;563983
Cruzaltense;RS;385;596;609;572;705;698;904;1109;1706;2141;2250;2590;2416;2817;3438;4170;4634
Cruzeiro do Sul;RS;7688;8576;10076;10989;11276;11011;13935;15374;16394;18470;25869;24381;25554;28168;37858;39995;41137
David Canabarro;RS;669;839;1340;1608;1828;1902;2831;2450;2770;2755;3089;3980;4577;4955;6152;7089;8933
Derrubadas;RS;583;763;817;813;856;817;1021;907;1235;2169;2004;2268;1621;1803;2283;2281;2392
Dezesseis de Novembro;RS;345;461;474;568;627;570;901;908;889;1102;889;917;981;1067;1301;1212;1194
Dilermando de Aguiar;RS;367;457;616;900;856;1171;2706;826;1012;1273;1405;1364;1454;1778;2350;3097;3940
Dois Irmãos;RS;63778;71908;78926;82312;89926;97171;101232;97270;129447;143758;168654;180366;253054;264525;273418;318030;327216
Dois Irmãos das Missões;RS;970;1544;1748;1797;2247;2018;2449;2277;2434;2999;2888;3097;1903;2123;2702;4831;5160
